Type	Var1	Var2	pPerm	pPearson	rPearson
Outlier:Both	amine_biosynthetic_process	arginine_metabolic_process	0.0	1.85572661041e-103	0.932779218051
Outlier:HAllA	nucleobase__nucleoside_and_nucleotide_metabolic_process	quinone_cofactor_biosynthetic_process	0.0	0.767031206779	-0.0195969416726
Outlier:Both	carboxylic_acid_catabolic_process	organic_acid_catabolic_process	0.0	0.0	0.9999519877
Outlier:Both	aminoglycan_biosynthetic_process	glycosaminoglycan_biosynthetic_process	0.0	2.63209770114e-282	0.998216369226
Outlier:HAllA	cellular_component_movement	purine_nucleoside_metabolic_process	0.0	0.778782430453	0.0185814681119
Outlier:Both	biological_process	sulfur_amino_acid_biosynthetic_process	0.0	9.71065578009e-131	0.96172653186
Outlier:HAllA	cellular_biogenic_amine_catabolic_process	deoxyribonucleotide_metabolic_process	0.0	0.738681235964	0.0220663162151
Outlier:Both	one_carbon_metabolic_process	purine_nucleotide_metabolic_process	0.0	5.92298537155e-85	0.900868836701
Outlier:Both	cell_wall_biogenesis	translation	0.0	5.50040558243e-157	0.977600982199
Outlier:Both	cellular_nitrogen_compound_metabolic_process	hexose_biosynthetic_process	0.0	1.36413352051e-99	0.927135157729
Outlier:Both	amine_biosynthetic_process	histidine_biosynthetic_process	0.0	2.01510331841e-115	0.947547552017
Outlier:HAllA	cellular_lipid_catabolic_process	mitochondrial_translation	0.0	0.727750354708	0.0230264649552
Outlier:Both	nucleobase__nucleoside_and_nucleotide_interconversion	transcription_termination	0.0	4.67103557135e-175	0.984478905472
Outlier:Both	nucleoside_phosphate_metabolic_process	purine_nucleoside_triphosphate_biosynthetic_process	0.0	2.89941931537e-117	0.949504804581
Outlier:Both	nitrogen_compound_metabolic_process	nucleoside_metabolic_process	0.0	4.16012416634e-92	0.914762752296
Outlier:HAllA	monosaccharide_transport	tricarboxylic_acid_cycle	0.0	0.736950055137	0.0222180672581
Outlier:HAllA	peptide_metabolic_process	pyridine_nucleotide_metabolic_process	0.0	0.658153074566	0.0292645474104
Outlier:Both	catabolic_process	small_molecule_catabolic_process	0.0	1.13572051606e-101	0.930229564415
Outlier:HAllA	carboxylic_acid_transport	reproduction	0.0	0.615389676579	0.0332262820231
Outlier:None	gender	response_to_biotic_stimulus	0.93	0.82985862379	0.0142146532406
Outlier:Both	purine_nucleoside_triphosphate_biosynthetic_process	ribosome_assembly	0.0	4.83911214699e-82	0.894545488521
Outlier:Both	developmental_process	sporulation	0.0	5.19115323087e-170	0.982807043936
Outlier:Both	carbohydrate_transport	disaccharide_transport	0.0	4.94056014122e-117	0.949263034006
Outlier:HAllA	nucleobase__nucleoside__nucleotide_and_nucleic_acid_metabolic_process	two_component_signal_transduction_system__phosphorelay_	0.0	0.608285267615	-0.0338956993809
Outlier:HAllA	folic_acid_and_derivative_biosynthetic_process	pilus_organization	0.0	0.836859373462	-0.0136213023288
Outlier:Both	cellular_aromatic_compound_metabolic_process	cellular_ketone_metabolic_process	0.0	6.57665330438e-170	0.982771178398
Outlier:Both	protein_metabolic_process	small_molecule_biosynthetic_process	0.0	1.74597776747e-102	0.931402241021
Outlier:Both	mitochondrion_organization	purine_base_biosynthetic_process	0.0	1.45659777479e-86	0.90418979445
Outlier:HAllA	regulation_of_RNA_metabolic_process	ribonucleoside_triphosphate_metabolic_process	0.0	0.741421960424	-0.0218263064819
Outlier:HAllA	cellular_lipid_catabolic_process	riboflavin_and_derivative_biosynthetic_process	0.0	0.768691746784	-0.0194531740913
Outlier:HAllA	aromatic_amino_acid_family_biosynthetic_process	putrescine_transport	0.0	0.95174670193	0.00400319337281
Outlier:Both	cellular_carbohydrate_metabolic_process	heterocycle_metabolic_process	0.0	4.10076562019e-89	0.909215223087
Outlier:Both	porphyrin_metabolic_process	vitamin_biosynthetic_process	0.0	6.26895214143e-84	0.898691025587
Outlier:None	antibiotics	one_carbon_metabolic_process	0.64	0.783430299289	-0.018181036776
Outlier:Both	amino_acid_activation	purine_nucleoside_triphosphate_biosynthetic_process	0.0	2.92125909416e-113	0.945151255988
Outlier:Both	glutamine_family_amino_acid_metabolic_process	response_to_stress	0.0	2.45944719283e-84	0.899560695223
Outlier:None	age	pyridoxine_biosynthetic_process	0.99	0.922877642407	-0.00640427702419
Outlier:Both	cellular_amino_acid_metabolic_process	folic_acid_and_derivative_metabolic_process	0.0	3.68813180324e-102	0.9309364004
Outlier:Both	mitochondrial_translation	nucleoside_triphosphate_metabolic_process	0.0	2.4135146002e-121	0.953577385189
Outlier:HAllA	Mo_molybdopterin_cofactor_biosynthetic_process	purine_nucleoside_triphosphate_biosynthetic_process	0.0	0.854931951831	-0.0120944550469
Outlier:Both	purine_ribonucleoside_triphosphate_biosynthetic_process	purine_ribonucleotide_metabolic_process	0.0	1.28461603594e-141	0.969364040486
Outlier:HAllA	molybdopterin_cofactor_metabolic_process	nucleoside_biosynthetic_process	0.0	0.99446557569	0.000458872708292
Outlier:Both	amine_metabolic_process	diaminopimelate_metabolic_process	0.0	6.85204858997e-83	0.896431780127
Outlier:None	smoker	tryptophan_biosynthetic_process	0.42	0.893688052089	0.00884058633578
Outlier:Both	cellular_cell_wall_macromolecule_metabolic_process	glycosaminoglycan_biosynthetic_process	0.0	1.73501769519e-301	0.998787551362
Outlier:HAllA	glucose_transport	purine_nucleotide_biosynthetic_process	0.0	0.863495963941	0.0113732099937
Outlier:Both	histidine_family_amino_acid_metabolic_process	metabolic_process	0.0	1.3182432813e-85	0.902229930349
Outlier:None	gender	carboxylic_acid_catabolic_process	0.74	0.9374937285	-0.00518778462951
Outlier:HAllA	indolalkylamine_biosynthetic_process	regulation_of_developmental_process	0.0	0.752797323332	-0.0208331532268
Outlier:Both	generation_of_precursor_metabolites_and_energy	heterocycle_biosynthetic_process	0.0	3.04536995109e-98	0.925052177652
Outlier:Both	aminoglycan_biosynthetic_process	nucleobase__nucleoside_and_nucleotide_biosynthetic_process	0.0	2.50776643715e-120	0.95259511751
Outlier:Both	cell_wall_macromolecule_metabolic_process	mitochondrial_translation	0.0	5.53903063072e-129	0.960322795407
Outlier:None	smoker	catabolic_process	0.5	0.918723225392	0.00675042309335
Outlier:Both	ribonucleoside_monophosphate_biosynthetic_process	ribonucleotide_metabolic_process	0.0	1.96752510694e-98	0.925348876009
Outlier:HAllA	ion_transmembrane_transport	ubiquinone_metabolic_process	0.0	0.589019713928	0.0357287783612
Outlier:Both	heterocycle_biosynthetic_process	sulfur_metabolic_process	0.0	7.71795062267e-101	0.929007930141
Outlier:Both	purine_ribonucleotide_metabolic_process	translation	0.0	6.77270599989e-110	0.941193434797
Outlier:Both	cellular_cation_homeostasis	chemical_homeostasis	0.0	1.41661992974e-188	0.988195123201
Outlier:Both	monosaccharide_catabolic_process	nucleoside_monophosphate_metabolic_process	0.0	4.91931021109e-88	0.907123827995
Outlier:HAllA	cellular_component_macromolecule_biosynthetic_process	response_to_drug	0.0	0.668318318552	0.0283384783755
Outlier:Both	purine_nucleotide_biosynthetic_process	ribonucleoside_monophosphate_metabolic_process	0.0	1.46695571404e-104	0.934303533287
Outlier:HAllA	organic_acid_biosynthetic_process	putrescine_transport	0.0	0.735487496921	0.0223463620897
Outlier:HAllA	glycosaminoglycan_biosynthetic_process	signaling_process	0.0	0.661905179093	0.0289220703979
Outlier:HAllA	localization_of_cell	translation	0.0	0.642574489837	-0.030695002852
Outlier:Both	nucleobase__nucleoside__nucleotide_and_nucleic_acid_biosynthetic_process	ribosome_assembly	0.0	2.48189538171e-133	0.96370675829
Outlier:Both	cellular_metabolic_process	oxidoreduction_coenzyme_metabolic_process	0.0	5.29408455037e-91	0.912758333747
Outlier:HAllA	immunosup	small_molecule_biosynthetic_process	0.0	0.941416533454	0.00486160412889
Outlier:Both	branched_chain_family_amino_acid_biosynthetic_process	cellular_amino_acid_biosynthetic_process	0.0	2.94860650709e-94	0.918525953219
Outlier:Both	biosynthetic_process	small_molecule_metabolic_process	0.0	8.0488723919e-104	0.933284984694
Outlier:Both	cellular_cell_wall_macromolecule_metabolic_process	tRNA_aminoacylation_for_protein_translation	0.0	2.20986360622e-127	0.958997385748
Outlier:Both	cofactor_biosynthetic_process	tetrapyrrole_metabolic_process	0.0	1.37681147034e-82	0.895762556122
Outlier:Both	macromolecule_methylation	peptidoglycan_biosynthetic_process	0.0	4.78302308837e-82	0.894556845973
Outlier:Both	nucleoside_monophosphate_biosynthetic_process	nucleotide_metabolic_process	0.0	3.00172633897e-93	0.916783764682
Outlier:None	age	heterocycle_catabolic_process	0.48	0.727555703899	-0.0230436058965
Outlier:HAllA	histidine_family_amino_acid_metabolic_process	oligosaccharide_transport	0.0	0.747768579005	0.0212716111941
Outlier:HAllA	cellular_aromatic_compound_metabolic_process	flagellum_assembly	0.0	0.615130518847	0.0332506415379
Outlier:Both	signaling_process	two_component_signal_transduction_system__phosphorelay_	0.0	2.68790933541e-155	0.976818091284
Outlier:Both	cellular_cell_wall_macromolecule_metabolic_process	nucleoside_metabolic_process	0.0	2.70760417824e-174	0.984236972734
Outlier:Both	macromolecule_metabolic_process	rRNA_modification	0.0	4.57471978765e-87	0.905203559506
Outlier:HAllA	alcohol_metabolic_process	membrane_lipid_biosynthetic_process	0.0	0.720229357616	-0.0236898945403
Outlier:Pearson	group_transfer_coenzyme_metabolic_process	lysine_metabolic_process	0.18	7.74509967295e-85	0.900623768308
Outlier:Both	carboxylic_acid_biosynthetic_process	coenzyme_biosynthetic_process	0.0	3.63032238525e-135	0.965044916837
Outlier:None	gender	thiamin_and_derivative_metabolic_process	0.41	0.767616582769	0.0195462500513
Outlier:Both	amino_acid_transport	carboxylic_acid_transport	0.0	4.22363736804e-115	0.947198143393
Outlier:HAllA	cytokinetic_process	response_to_temperature_stimulus	0.0	0.682793801994	0.0270291544297
Outlier:Both	cellular_carbohydrate_biosynthetic_process	protein_folding	0.0	4.97045908186e-90	0.91095263539
Outlier:Both	cellular_lipid_metabolic_process	small_molecule_catabolic_process	0.0	1.33237909167e-88	0.908229568954
Outlier:Both	cell_projection_organization	ciliary_or_flagellar_motility	0.0	5.88481011234e-115	0.94704076366
Outlier:Both	macromolecule_biosynthetic_process	tRNA_modification	0.0	5.62760397538e-83	0.896619755447
Outlier:HAllA	glutamine_family_amino_acid_biosynthetic_process	lipopolysaccharide_metabolic_process	0.0	0.965297407318	-0.00287815601422
Outlier:HAllA	isoprenoid_metabolic_process	nucleoside_biosynthetic_process	0.0	0.933301106803	0.00553653911737
Outlier:Both	cellular_cell_wall_organization_or_biogenesis	peptidoglycan_biosynthetic_process	0.0	2.48987170175e-191	0.988834906611
Outlier:HAllA	fat_soluble_vitamin_biosynthetic_process	ribonucleoside_monophosphate_metabolic_process	0.0	0.727742602505	0.0230271475845
Outlier:Both	RNA_modification	peptidoglycan_based_cell_wall_biogenesis	0.0	1.30758701879e-110	0.942057444237
Outlier:HAllA	cellular_component_movement	translation	0.0	0.630333088269	-0.0318290977734
Outlier:Both	folic_acid_and_derivative_biosynthetic_process	organophosphate_metabolic_process	0.0	1.0680863968e-88	0.908415360125
Outlier:Both	cellular_amino_acid_metabolic_process	coenzyme_biosynthetic_process	0.0	1.51604701378e-101	0.930046835067
Outlier:Both	aminoglycan_metabolic_process	ribosome_assembly	0.0	3.04751979066e-94	0.918501449392
Outlier:HAllA	cell_wall_macromolecule_metabolic_process	two_component_signal_transduction_system__phosphorelay_	0.0	0.677160413221	0.0275374224379
Outlier:None	pancol	purine_nucleoside_biosynthetic_process	0.43	0.859223642648	0.011732843673
Outlier:None	smoker	monovalent_inorganic_cation_transport	0.26	0.722889992186	0.0234549317347
Outlier:Both	alcohol_biosynthetic_process	cellular_nitrogen_compound_metabolic_process	0.0	3.12047088565e-86	0.903516663577
Outlier:HAllA	cellular_amino_acid_derivative_catabolic_process	localization	0.0	0.818394285003	0.0151887997773
Outlier:HAllA	quinone_cofactor_metabolic_process	sporulation	0.0	0.704069187919	-0.0251235381153
Outlier:HAllA	behavior	glutamine_family_amino_acid_metabolic_process	0.0	0.904746914444	0.0079163339014
Outlier:Both	organic_acid_biosynthetic_process	response_to_stress	0.0	3.35486232744e-114	0.946206901994
Outlier:HAllA	carbohydrate_transport	pilus_assembly	0.0	0.680203877487	-0.0272626295234
Outlier:HAllA	antibiotics	protein_folding	0.0	0.565057125623	-0.0380476960335
Outlier:HAllA	anaerobic_respiration	glucose_metabolic_process	0.0	0.676312842188	-0.0276140331824
Outlier:Both	nucleobase__nucleoside__nucleotide_and_nucleic_acid_biosynthetic_process	nucleoside_triphosphate_biosynthetic_process	0.0	4.26808310985e-136	0.965703675647
Outlier:HAllA	cytochrome_complex_assembly	mitochondrion_organization	0.0	0.762363261204	-0.020001582466
Outlier:HAllA	chemotaxis	purine_nucleoside_metabolic_process	0.0	0.768050397213	0.0195086905164
Outlier:Both	aminoglycan_biosynthetic_process	purine_base_biosynthetic_process	0.0	4.75961937317e-81	0.892293202563
Outlier:HAllA	pilus_organization	response_to_starvation	0.0	0.793735780721	0.0172955140316
Outlier:HAllA	RNA_methylation	two_component_signal_transduction_system__phosphorelay_	0.0	0.579653508394	-0.0366298213871
Outlier:HAllA	cell_wall_macromolecule_biosynthetic_process	response_to_drug	0.0	0.668318318552	0.0283384783755
Outlier:Both	molybdopterin_cofactor_biosynthetic_process	molybdopterin_cofactor_metabolic_process	0.0	0.0	1.0
Outlier:HAllA	branched_chain_family_amino_acid_catabolic_process	cell_wall_macromolecule_metabolic_process	0.0	0.683348411877	0.0269792013417
Outlier:HAllA	nucleoside_monophosphate_metabolic_process	transcription_initiation	0.0	0.676680673431	0.0275807809215
Outlier:Both	cellular_amino_acid_derivative_biosynthetic_process	folic_acid_and_derivative_biosynthetic_process	0.0	5.33337704437e-82	0.894450695622
Outlier:HAllA	glucose_transport	small_molecule_metabolic_process	0.0	0.971905049249	-0.00232988119723
Outlier:Both	alcohol_metabolic_process	small_molecule_metabolic_process	0.0	1.87716001124e-109	0.940651234871
Outlier:HAllA	cellular_homeostasis	chemotaxis	0.0	0.673587066425	-0.0278606626054
Outlier:HAllA	dephosphorylation	response_to_external_stimulus	0.0	0.72412507404	0.0233459606982
Outlier:HAllA	transition_metal_ion_transport	ubiquinone_biosynthetic_process	0.0	0.859533811761	0.0117067229129
Outlier:HAllA	response_to_nutrient_levels	secretion	0.0	0.726867833389	0.0231041920712
Outlier:Both	cellular_ketone_metabolic_process	response_to_stress	0.0	1.51650421658e-111	0.943169422716
Outlier:HAllA	nucleobase__nucleoside_and_nucleotide_metabolic_process	vitamin_K_biosynthetic_process	0.0	0.960710780427	-0.0032588486262
Outlier:Both	nucleobase__nucleoside__nucleotide_and_nucleic_acid_biosynthetic_process	purine_base_biosynthetic_process	0.0	4.56467807488e-92	0.914690477031
Outlier:HAllA	cell_motility	cell_wall_macromolecule_biosynthetic_process	0.0	0.862663872	0.0114432269701
Outlier:HAllA	organic_acid_metabolic_process	spore_germination	0.0	0.893835916963	0.00882821750653
Outlier:Both	macromolecule_metabolic_process	tRNA_aminoacylation_for_mitochondrial_protein_translation	0.0	2.3620770263e-93	0.916965482163
Outlier:Both	carboxylic_acid_metabolic_process	monocarboxylic_acid_metabolic_process	0.0	3.12747485597e-83	0.897178543466
Outlier:Both	alcohol_catabolic_process	purine_nucleotide_metabolic_process	0.0	1.31718567545e-80	0.89127391876
Outlier:HAllA	cellular_glucan_metabolic_process	protein_amino_acid_dephosphorylation	0.0	0.92011209499	-0.0066346824979
Outlier:HAllA	acetyl_CoA_catabolic_process	asexual_sporulation	0.0	0.827367758695	0.0144260392532
Outlier:HAllA	iron_ion_homeostasis	secretion	0.0	0.87131569745	-0.0107158199577
Outlier:HAllA	response_to_drug	ribosome_assembly	0.0	0.584738963354	0.0361397650761
Outlier:Both	aromatic_amino_acid_family_biosynthetic_process	cellular_aromatic_compound_metabolic_process	0.0	5.27950895208e-109	0.940095982609
Outlier:Both	nucleobase__nucleoside_and_nucleotide_interconversion	tRNA_processing	0.0	2.14581849604e-92	0.915276480741
Outlier:HAllA	membrane_lipid_metabolic_process	phospholipid_metabolic_process	0.0	0.760872162992	0.020130994455
Outlier:Both	aminoglycan_biosynthetic_process	glucose_catabolic_process	0.0	1.03585626964e-88	0.908441076293
Outlier:Both	lysine_biosynthetic_process	lysine_metabolic_process	0.0	0.0	1.0
Outlier:HAllA	cellular_biogenic_amine_catabolic_process	glucose_catabolic_process	0.0	0.824517467806	0.0146681075787
Outlier:Both	nucleotide_metabolic_process	purine_base_biosynthetic_process	0.0	1.14387185153e-96	0.922541559736
Outlier:None	gender	vitamin_biosynthetic_process	0.22	0.747919923736	0.0212584019269
Outlier:Both	nucleobase__nucleoside_and_nucleotide_biosynthetic_process	purine_ribonucleotide_metabolic_process	0.0	5.69286085776e-163	0.980166263712
Outlier:Both	glutamine_metabolic_process	purine_nucleoside_monophosphate_metabolic_process	0.0	6.32751168696e-126	0.957751957852
Outlier:Both	glycolysis	nitrogen_compound_metabolic_process	0.0	6.1420925069e-106	0.936159368408
Outlier:Both	nucleobase__nucleoside__nucleotide_and_nucleic_acid_metabolic_process	peptidoglycan_biosynthetic_process	0.0	2.03198565171e-146	0.972223106643
Outlier:HAllA	chromatin_assembly	riboflavin_and_derivative_metabolic_process	0.0	0.798306466886	0.0169037600659
Outlier:Both	NADP_metabolic_process	monosaccharide_metabolic_process	0.0	8.22186939369e-115	0.946881592918
Outlier:Both	nucleoside_metabolic_process	transcription_termination	0.0	2.4507702957e-152	0.97537872528
Outlier:None	pancol	amine_catabolic_process	0.92	0.7295966797	0.0228639538666
Outlier:Both	cellular_amino_acid_biosynthetic_process	coenzyme_metabolic_process	0.0	1.31609864763e-102	0.931577461701
Outlier:Both	cofactor_metabolic_process	oxidation_reduction	0.0	2.15046928889e-81	0.893081696583
Outlier:None	mesalamine	isoprenoid_metabolic_process	0.43	0.855410334028	-0.0120541296987
Outlier:HAllA	membrane_lipid_biosynthetic_process	reproduction	0.0	0.609358203473	0.033794381455
Outlier:Both	carboxylic_acid_biosynthetic_process	phosphate_metabolic_process	0.0	1.09240645666e-96	0.922573978471
Outlier:None	gender	pilus_organization	0.66	0.965120297692	0.00289285437493
Outlier:HAllA	purine_nucleotide_metabolic_process	regulation_of_RNA_metabolic_process	0.0	0.58906635139	-0.0357243083608
Outlier:HAllA	nucleobase__nucleoside__nucleotide_and_nucleic_acid_metabolic_process	sodium_ion_transport	0.0	0.749386771506	-0.0211304199825
Outlier:HAllA	mitochondrion_organization	phospholipid_catabolic_process	0.0	0.732322311103	-0.0226242974929
Outlier:HAllA	nucleoside_phosphate_metabolic_process	vitamin_K_biosynthetic_process	0.0	0.932249278147	0.0056240569034
Outlier:Both	DNA_metabolic_process	cell_wall_macromolecule_biosynthetic_process	0.0	5.26299097716e-140	0.968338140509
Outlier:Both	aromatic_compound_biosynthetic_process	organic_acid_metabolic_process	0.0	1.4061540047e-96	0.922396009605
Outlier:HAllA	alcohol_biosynthetic_process	carboxylic_acid_catabolic_process	0.0	0.906794160533	-0.00774540743517
Outlier:None	immunosup	amine_metabolic_process	0.18	0.635925118136	0.031309894269
Outlier:HAllA	DNA_geometric_change	carbohydrate_transport	0.0	0.993410548751	-0.000546349399766
Outlier:HAllA	fatty_acid_catabolic_process	water_soluble_vitamin_biosynthetic_process	0.0	0.718714017466	-0.023823848163
Outlier:Both	carboxylic_acid_metabolic_process	cellular_amine_metabolic_process	0.0	7.10756063698e-114	0.945843091413
Outlier:HAllA	purine_nucleotide_metabolic_process	response_to_drug	0.0	0.871052841747	0.0107379003054
Outlier:Both	cellular_aromatic_compound_metabolic_process	oxidoreduction_coenzyme_metabolic_process	0.0	2.18397163827e-100	0.92833552872
Outlier:HAllA	oxoacid_metabolic_process	taxis	0.0	0.797893251422	-0.0169391523905
Outlier:HAllA	cellular_biogenic_amine_metabolic_process	monosaccharide_transport	0.0	0.680945883577	0.0271957051803
Outlier:HAllA	cell_projection_organization	tRNA_aminoacylation_for_protein_translation	0.0	0.725338218707	-0.0232389864393
Outlier:HAllA	cellular_response_to_nutrient_levels	genetic_transfer	0.0	0.688298979521	-0.0265339821955
Outlier:HAllA	mitochondrial_electron_transport__NADH_to_ubiquinone	nucleotide_metabolic_process	0.0	0.783533641152	0.0181721410594
Outlier:HAllA	cell_wall_macromolecule_metabolic_process	signal_transmission	0.0	0.747936577654	0.0212569484355
Outlier:HAllA	cell_projection_assembly	macromolecule_biosynthetic_process	0.0	0.627138969779	0.032126537447
Outlier:HAllA	aromatic_compound_biosynthetic_process	flagellum_assembly	0.0	0.87076555656	0.0107620341328
Outlier:Both	biosynthetic_process	glucose_catabolic_process	0.0	1.37833714676e-91	0.913824858043
Outlier:HAllA	ileal	cellular_amino_acid_metabolic_process	0.0	0.698019152582	-0.0256632605582
Outlier:HAllA	quinone_cofactor_metabolic_process	regulation_of_developmental_process	0.0	0.696702535061	-0.0257809398265
Outlier:HAllA	lipid_catabolic_process	riboflavin_and_derivative_metabolic_process	0.0	0.721037771473	-0.0236184715683
Outlier:Both	ATP_metabolic_process	peptidoglycan_biosynthetic_process	0.0	1.36549732791e-81	0.893529685269
Outlier:Both	peptidoglycan_based_cell_wall_biogenesis	polysaccharide_biosynthetic_process	0.0	2.56451253913e-82	0.895162171625
Outlier:HAllA	one_carbon_metabolic_process	vitamin_K_metabolic_process	0.0	0.650410750756	0.0299737204053
Outlier:Both	methionine_metabolic_process	sulfur_compound_biosynthetic_process	0.0	4.16741645765e-87	0.905284690587
Outlier:Both	cellular_component_macromolecule_biosynthetic_process	nucleoside_phosphate_metabolic_process	0.0	8.13411012211e-108	0.938601506703
Outlier:HAllA	mitochondrial_electron_transport__NADH_to_ubiquinone	translation	0.0	0.897989814489	-0.00848086952582
Outlier:HAllA	molybdopterin_cofactor_biosynthetic_process	translation	0.0	0.917525036295	0.00685028993007
Outlier:HAllA	NADPH_regeneration	sodium_ion_transport	0.0	0.628476573512	0.0320019001149
Outlier:HAllA	immunosup	nucleoside_phosphate_metabolic_process	0.0	0.874995922974	0.0104067978311
Outlier:Both	biosynthetic_process	protein_complex_disassembly	0.0	1.29572090172e-95	0.920812073046
Outlier:HAllA	cellular_cation_homeostasis	lipopolysaccharide_metabolic_process	0.0	0.970564621191	-0.00244109031069
Outlier:None	antibiotics	cellular_component_macromolecule_biosynthetic_process	0.29	0.869657803977	-0.0108551059204
Outlier:Both	diaminopimelate_metabolic_process	nucleobase__nucleoside_and_nucleotide_metabolic_process	0.0	2.55962838584e-95	0.920319781144
Outlier:Both	chorismate_metabolic_process	isoleucine_metabolic_process	0.0	9.48240139209e-82	0.89388794787
Outlier:Both	monosaccharide_biosynthetic_process	transcription_termination	0.0	9.21538200159e-90	0.91044799248
Outlier:Both	cellular_di___tri_valent_inorganic_cation_homeostasis	cellular_homeostasis	0.0	9.8722176162e-84	0.898266075386
Outlier:Both	nucleobase__nucleoside__nucleotide_and_nucleic_acid_biosynthetic_process	translation	0.0	6.79653490635e-159	0.978453317063
Outlier:Both	cell_wall_macromolecule_biosynthetic_process	purine_nucleotide_metabolic_process	0.0	1.02504276292e-88	0.908449882155
Outlier:HAllA	nucleoside_triphosphate_metabolic_process	regulation_of_transcription__DNA_dependent	0.0	0.949845346826	-0.0041611366237
Outlier:Both	cell_wall_biogenesis	nucleoside_metabolic_process	0.0	3.93196947576e-170	0.982849066391
Outlier:None	immunosup	response_to_starvation	0.54	0.611788369112	-0.033565190294
Outlier:Both	amine_biosynthetic_process	aromatic_amino_acid_family_biosynthetic_process	0.0	5.38880482932e-107	0.937545754725
Outlier:HAllA	Mo_molybdopterin_cofactor_metabolic_process	cellular_carbohydrate_catabolic_process	0.0	0.72851672646	-0.0229589932136
Outlier:HAllA	cellular_lipid_metabolic_process	establishment_of_protein_localization	0.0	0.734039812907	0.0224734344808
Outlier:Both	aromatic_amino_acid_family_biosynthetic_process	cellular_amino_acid_biosynthetic_process	0.0	1.90750765378e-106	0.936829516991
Outlier:None	age	fat_soluble_vitamin_metabolic_process	0.6	0.635312446421	-0.0313666850003
Outlier:Both	polysaccharide_metabolic_process	protein_folding	0.0	3.58864430588e-102	0.930953492823
Outlier:HAllA	histidine_family_amino_acid_metabolic_process	polyamine_metabolic_process	0.0	0.724599577173	0.0233041121295
Outlier:Both	nucleobase__nucleoside_and_nucleotide_biosynthetic_process	nucleoside_triphosphate_biosynthetic_process	0.0	4.26808310985e-136	0.965703675647
Outlier:HAllA	amino_acid_transport	biotin_biosynthetic_process	0.0	0.625800337468	-0.0322513842616
Outlier:Both	methylation	nitrogen_compound_metabolic_process	0.0	1.47549301032e-81	0.893453406993
Outlier:HAllA	cellular_aromatic_compound_metabolic_process	hexose_transport	0.0	0.835678523879	-0.0137213080341
Outlier:Both	cellular_cell_wall_macromolecule_metabolic_process	monosaccharide_biosynthetic_process	0.0	8.44112501222e-102	0.930416774181
Outlier:Both	purine_ribonucleotide_biosynthetic_process	ribonucleotide_metabolic_process	0.0	2.85830305146e-253	0.996799664849
Outlier:HAllA	patient	smoker	0.0	0.766979139211	-0.0196014511049
Outlier:Both	macromolecule_metabolic_process	primary_metabolic_process	0.0	2.47867875125e-145	0.971600829937
Outlier:Both	group_transfer_coenzyme_metabolic_process	nucleobase__nucleoside__nucleotide_and_nucleic_acid_metabolic_process	0.0	2.70182725593e-86	0.903644319893
Outlier:Both	macromolecule_biosynthetic_process	mitochondrion_organization	0.0	8.14496780457e-225	0.994321432232
Outlier:None	mesalamine	fat_soluble_vitamin_biosynthetic_process	0.78	0.592578075209	0.0353881884676
Outlier:Both	DNA_mediated_transformation	genetic_transfer	0.0	0.0	1.0
Outlier:Both	nucleotide_metabolic_process	tRNA_metabolic_process	0.0	2.0319840306e-131	0.962255843722
Outlier:Both	cell_wall_macromolecule_biosynthetic_process	cellular_nitrogen_compound_metabolic_process	0.0	8.95442195908e-91	0.912338059913
Outlier:Both	glycolysis	transcription_termination	0.0	2.54905340677e-81	0.892913459242
Outlier:Both	amine_biosynthetic_process	oxoacid_metabolic_process	0.0	3.82285369506e-131	0.96204289169
Outlier:Both	nucleobase__nucleoside_and_nucleotide_interconversion	nucleoside_triphosphate_biosynthetic_process	0.0	2.83818422428e-91	0.913254131035
Outlier:Both	cell_projection_organization	localization_of_cell	0.0	5.88481011234e-115	0.94704076366
Outlier:Both	carbohydrate_biosynthetic_process	tRNA_modification	0.0	3.66647757306e-85	0.901305457986
Outlier:Both	cellular_amino_acid_biosynthetic_process	histidine_biosynthetic_process	0.0	3.41679504102e-117	0.949430448219
Outlier:Both	macromolecule_biosynthetic_process	ribonucleoside_metabolic_process	0.0	3.21967135075e-113	0.94510331478
Outlier:Both	cellular_metabolic_process	lipid_biosynthetic_process	0.0	2.05914096836e-80	0.890823292678
Outlier:Both	cellular_amino_acid_and_derivative_metabolic_process	response_to_stress	0.0	2.32015637516e-142	0.969825491393
Outlier:Both	cellular_cell_wall_organization_or_biogenesis	nucleobase__nucleoside_and_nucleotide_metabolic_process	0.0	1.14851805979e-119	0.951945207189
Outlier:HAllA	arginine_metabolic_process	glucose_transport	0.0	0.767356844901	0.0195687410807
Outlier:HAllA	polysaccharide_catabolic_process	response_to_oxidative_stress	0.0	0.71772581771	-0.0239112557258
Outlier:Both	macromolecule_methylation	methylation	0.0	0.0	1.0
Outlier:HAllA	ATP_synthesis_coupled_electron_transport	tRNA_aminoacylation	0.0	0.964796408718	0.00291973434844
Outlier:Both	amino_acid_activation	purine_ribonucleotide_metabolic_process	0.0	1.06070961415e-133	0.963980139235
Outlier:Both	glutamine_family_amino_acid_metabolic_process	small_molecule_metabolic_process	0.0	1.21352192983e-110	0.942096351163
Outlier:Both	cytokinesis	pyrimidine_ribonucleotide_biosynthetic_process	0.0	1.31132565043e-93	0.917409969033
